date,region,prediction_confirmed,prediction_deaths
2020-05-10,AND,1843,53
2020-05-11,AND,1986,57
2020-05-12,AND,2143,62
2020-05-13,AND,2315,68
2020-05-14,AND,2501,74
2020-05-15,AND,2704,82
2020-05-16,AND,2922,91
2020-05-17,AND,3157,101
2020-05-18,AND,3409,113
2020-05-19,AND,3679,126
2020-05-20,AND,3968,142
2020-05-21,AND,4275,158
2020-05-22,AND,4601,177
2020-05-23,AND,4946,198
2020-05-24,AND,5310,221
2020-05-25,AND,5693,247
2020-05-26,AND,6095,275
2020-05-27,AND,6517,305
2020-05-28,AND,6956,338
2020-05-29,AND,7415,374
2020-05-30,AND,7890,412
2020-05-31,AND,8383,453
2020-06-01,AND,8893,497
2020-06-02,AND,9418,544
2020-06-03,AND,9959,593
2020-06-04,AND,10514,645
2020-06-05,AND,11083,700
2020-06-06,AND,11665,757
2020-06-07,AND,12260,816
2020-06-08,AND,12867,878
2020-06-09,AND,13486,941
2020-06-10,AND,14116,1006
2020-06-11,AND,14758,1072
2020-06-12,AND,15413,1139
2020-06-13,AND,16082,1207
2020-06-14,AND,16766,1275
2020-06-15,AND,17466,1343
2020-06-16,AND,18187,1410
2020-06-17,AND,18931,1476
2020-06-18,AND,19703,1540
2020-06-19,AND,20508,1602
2020-06-20,AND,21352,1661
2020-06-21,AND,22244,1718
2020-06-22,AND,23192,1771
2020-06-23,AND,24206,1820
2020-06-24,AND,25298,1864
2020-06-25,AND,26481,1904
2020-06-26,AND,27772,1939
2020-06-27,AND,29186,1969
2020-06-28,AND,30744,1994
2020-06-29,AND,32465,2013
2020-06-30,AND,34373,2028
2020-07-01,AND,36494,2039
2020-07-02,AND,38855,2047
2020-07-03,AND,41486,2051
2020-07-04,AND,44419,2054
2020-07-05,AND,47688,2057
2020-07-06,AND,51331,2062
2020-07-07,AND,55385,2070
2020-07-08,AND,59892,2085
2020-07-09,AND,64894,2108
2020-07-10,AND,70436,2144
2020-07-11,AND,76565,2195
2020-07-12,AND,77265,2266
2020-07-13,AND,77265,2361
2020-07-14,AND,77265,2449
2020-07-15,AND,77265,2597
2020-07-16,AND,77265,2770
2020-07-17,AND,77265,2937
2020-07-18,AND,77265,3124
2020-07-19,AND,77265,3312
2020-07-20,AND,77265,3555
2020-07-21,AND,77265,3761
2020-07-22,AND,77265,4018
2020-07-23,AND,77265,4290
2020-07-24,AND,77265,4555
2020-07-25,AND,77265,4815
2020-07-26,AND,77265,5096
2020-07-27,AND,77265,5368
2020-07-28,AND,77265,5643
2020-07-29,AND,77265,5901
2020-07-30,AND,77265,6167
2020-07-31,AND,77265,6409
2020-08-01,AND,77265,6622
2020-08-02,AND,77265,6822
2020-08-03,AND,77265,7000
2020-08-04,AND,77265,7138
2020-08-05,AND,77265,7245
2020-08-06,AND,77265,7314
2020-08-07,AND,77265,7339
2020-08-08,AND,77265,7339
2020-08-09,AND,77265,7339
2020-08-10,AND,77265,7339
2020-08-11,AND,77265,7339
2020-08-12,AND,77265,7339
2020-08-13,AND,77265,7339
2020-08-14,AND,77265,7339
2020-08-15,AND,77265,7339
2020-08-16,AND,77265,7339
2020-08-17,AND,77265,7339
2020-08-18,AND,77265,7339
2020-08-19,AND,77265,7339
2020-08-20,AND,77265,7339
2020-08-21,AND,77265,7339
2020-08-22,AND,77265,7339
2020-08-23,AND,77265,7339
2020-08-24,AND,77265,7339
2020-08-25,AND,77265,7339
2020-08-26,AND,77265,7339
2020-08-27,AND,77265,7339
2020-08-28,AND,77265,7339
2020-08-29,AND,77265,7339
2020-08-30,AND,77265,7339
2020-08-31,AND,77265,7339
2020-09-01,AND,77265,7339
2020-09-02,AND,77265,7339
2020-09-03,AND,77265,7339
2020-09-04,AND,77265,7339
2020-09-05,AND,77265,7339
2020-09-06,AND,77265,7339
2020-09-07,AND,77265,7339
2020-09-08,AND,77265,7339
2020-09-09,AND,77265,7339
2020-09-10,AND,77265,7339
2020-09-11,AND,77265,7339
2020-09-12,AND,77265,7339
2020-09-13,AND,77265,7339
2020-09-14,AND,77265,7339
2020-09-15,AND,77265,7339
2020-09-16,AND,77265,7339
2020-09-17,AND,77265,7339
2020-09-18,AND,77265,7339
2020-09-19,AND,77265,7339
2020-09-20,AND,77265,7339
2020-09-21,AND,77265,7339
2020-09-22,AND,77265,7339
2020-09-23,AND,77265,7339
2020-09-24,AND,77265,7339
2020-09-25,AND,77265,7339
2020-09-26,AND,77265,7339
2020-09-27,AND,77265,7339
2020-09-28,AND,77265,7339
2020-09-29,AND,77265,7339
2020-09-30,AND,77265,7339
2020-10-01,AND,77265,7339
2020-10-02,AND,77265,7339
2020-10-03,AND,77265,7339
2020-10-04,AND,77265,7339
2020-10-05,AND,77265,7339
2020-10-06,AND,77265,7339
2020-10-07,AND,77265,7339
2020-10-08,AND,77265,7339
2020-10-09,AND,77265,7339
2020-10-10,AND,77265,7339
2020-10-11,AND,77265,7339
2020-10-12,AND,77265,7339
2020-10-13,AND,77265,7339
2020-10-14,AND,77265,7339
2020-10-15,AND,77265,7339
2020-10-16,AND,77265,7339
2020-10-17,AND,77265,7339
2020-10-18,AND,77265,7339
2020-10-19,AND,77265,7339
2020-10-20,AND,77265,7339
2020-10-21,AND,77265,7339
2020-10-22,AND,77265,7339
2020-10-23,AND,77265,7339
2020-10-24,AND,77265,7339
2020-10-25,AND,77265,7339
2020-10-26,AND,77265,7339
2020-10-27,AND,77265,7339
2020-10-28,AND,77265,7339
2020-10-29,AND,77265,7339
2020-10-30,AND,77265,7339
2020-10-31,AND,77265,7339
2020-11-01,AND,77265,7339
2020-11-02,AND,77265,7339
2020-11-03,AND,77265,7339
2020-11-04,AND,77265,7339
2020-11-05,AND,77265,7339
2020-11-06,AND,77265,7339
2020-11-07,AND,77265,7339
2020-11-08,AND,77265,7339
2020-11-09,AND,77265,7339
2020-11-10,AND,77265,7339
2020-11-11,AND,77265,7339
2020-11-12,AND,77265,7339
2020-11-13,AND,77265,7339
2020-11-14,AND,77265,7339
2020-11-15,AND,77265,7339
2020-11-16,AND,77265,7339
2020-11-17,AND,77265,7339
2020-11-18,AND,77265,7339
2020-11-19,AND,77265,7339
2020-11-20,AND,77265,7339
2020-11-21,AND,77265,7339
2020-11-22,AND,77265,7339
2020-11-23,AND,77265,7339
2020-11-24,AND,77265,7339
2020-11-25,AND,77265,7339
2020-11-26,AND,77265,7339
2020-11-27,AND,77265,7339
2020-11-28,AND,77265,7339
2020-11-29,AND,77265,7339
2020-11-30,AND,77265,7339
2020-12-01,AND,77265,7339
2020-12-02,AND,77265,7339
2020-12-03,AND,77265,7339
2020-12-04,AND,77265,7339
2020-12-05,AND,77265,7339
2020-12-06,AND,77265,7339
2020-12-07,AND,77265,7339
2020-12-08,AND,77265,7339
2020-12-09,AND,77265,7339
2020-12-10,AND,77265,7339
2020-12-11,AND,77265,7339
2020-12-12,AND,77265,7339
2020-12-13,AND,77265,7339
2020-12-14,AND,77265,7339
2020-12-15,AND,77265,7339
2020-12-16,AND,77265,7339
2020-12-17,AND,77265,7339
2020-12-18,AND,77265,7339
2020-12-19,AND,77265,7339
2020-12-20,AND,77265,7339
2020-12-21,AND,77265,7339
2020-12-22,AND,77265,7339
2020-12-23,AND,77265,7339
2020-12-24,AND,77265,7339
2020-12-25,AND,77265,7339
2020-12-26,AND,77265,7339
2020-12-27,AND,77265,7339
2020-12-28,AND,77265,7339
2020-12-29,AND,77265,7339
2020-12-30,AND,77265,7339
2020-12-31,AND,77265,7339
2020-04-19,AGO,29,2
2020-04-20,AGO,35,2
2020-04-21,AGO,43,2
2020-04-22,AGO,53,2
2020-04-23,AGO,66,2
2020-04-24,AGO,80,3
2020-04-25,AGO,98,3
2020-04-26,AGO,119,4
2020-04-27,AGO,144,4
2020-04-28,AGO,172,5
2020-04-29,AGO,203,7
2020-04-30,AGO,239,8
2020-05-01,AGO,279,9
2020-05-02,AGO,323,11
2020-05-03,AGO,372,13
2020-05-04,AGO,426,16
2020-05-05,AGO,486,19
2020-05-06,AGO,551,22
2020-05-07,AGO,622,26
2020-05-08,AGO,699,30
2020-05-09,AGO,782,35
2020-05-10,AGO,872,40
2020-05-11,AGO,968,46
2020-05-12,AGO,1071,52
2020-05-13,AGO,1181,59
2020-05-14,AGO,1298,67
2020-05-15,AGO,1423,75
2020-05-16,AGO,1555,84
2020-05-17,AGO,1695,94
2020-05-18,AGO,1843,105
2020-05-19,AGO,1999,117
2020-05-20,AGO,2162,129
2020-05-21,AGO,2334,142
2020-05-22,AGO,2515,156
2020-05-23,AGO,2703,171
2020-05-24,AGO,2900,187
2020-05-25,AGO,3106,204
2020-05-26,AGO,3322,222
2020-05-27,AGO,3546,240
2020-05-28,AGO,3780,259
2020-05-29,AGO,4024,279
2020-05-30,AGO,4278,300
2020-05-31,AGO,4543,322
2020-06-01,AGO,4820,344
2020-06-02,AGO,5110,366
2020-06-03,AGO,5413,390
2020-06-04,AGO,5731,413
2020-06-05,AGO,6065,437
2020-06-06,AGO,6416,462
2020-06-07,AGO,6787,486
2020-06-08,AGO,7179,511
2020-06-09,AGO,7595,536
2020-06-10,AGO,8037,561
2020-06-11,AGO,8510,586
2020-06-12,AGO,9015,611
2020-06-13,AGO,9558,636
2020-06-14,AGO,10142,660
2020-06-15,AGO,10772,685
2020-06-16,AGO,11454,710
2020-06-17,AGO,12193,734
2020-06-18,AGO,12996,759
2020-06-19,AGO,13870,784
2020-06-20,AGO,14823,810
2020-06-21,AGO,15862,836
2020-06-22,AGO,16997,864
2020-06-23,AGO,18237,893
2020-06-24,AGO,19592,923
2020-06-25,AGO,21073,957
2020-06-26,AGO,22691,993
2020-06-27,AGO,24459,1033
2020-06-28,AGO,26389,1078
2020-06-29,AGO,28494,1128
2020-06-30,AGO,30788,1185
2020-07-01,AGO,33285,1250
2020-07-02,AGO,36000,1323
2020-07-03,AGO,38948,1407
2020-07-04,AGO,42144,1502
2020-07-05,AGO,45603,1611
2020-07-06,AGO,49341,1735
2020-07-07,AGO,53374,1875
2020-07-08,AGO,57718,2035
2020-07-09,AGO,62387,2216
2020-07-10,AGO,67397,2419
2020-07-11,AGO,72762,2648
2020-07-12,AGO,78497,2905
2020-07-13,AGO,84615,3192
2020-07-14,AGO,91129,3512
2020-07-15,AGO,98049,3867
2020-07-16,AGO,105388,4259
2020-07-17,AGO,113154,4692
2020-07-18,AGO,121357,5167
2020-07-19,AGO,130002,5688
2020-07-20,AGO,139095,6256
2020-07-21,AGO,148642,6873
2020-07-22,AGO,158645,7542
2020-07-23,AGO,169105,8265
2020-07-24,AGO,180023,9043
2020-07-25,AGO,191399,9877
2020-07-26,AGO,203230,10768
2020-07-27,AGO,215515,11718
2020-07-28,AGO,228250,12726
2020-07-29,AGO,241433,13792
2020-07-30,AGO,255062,14915
2020-07-31,AGO,269135,16095
2020-08-01,AGO,283654,17329
2020-08-02,AGO,298620,18615
2020-08-03,AGO,314039,19951
2020-08-04,AGO,329921,21333
2020-08-05,AGO,346282,22757
2020-08-06,AGO,363143,24218
2020-08-07,AGO,380532,25711
2020-08-08,AGO,398487,27231
2020-08-09,AGO,417057,28771
2020-08-10,AGO,436301,30323
2020-08-11,AGO,456294,31883
2020-08-12,AGO,477124,33441
2020-08-13,AGO,498898,34990
2020-08-14,AGO,521742,36523
2020-08-15,AGO,545804,38032
2020-08-16,AGO,571254,39511
2020-08-17,AGO,598289,40952
2020-08-18,AGO,627133,42349
2020-08-19,AGO,658042,43698
2020-08-20,AGO,691303,44996
2020-08-21,AGO,727236,46239
2020-08-22,AGO,766199,47429
2020-08-23,AGO,808589,48566
2020-08-24,AGO,854841,49657
2020-08-25,AGO,905434,50709
2020-08-26,AGO,960889,51733
2020-08-27,AGO,1021770,52746
2020-08-28,AGO,1088688,53767
2020-08-29,AGO,1162299,54820
2020-08-30,AGO,1243303,55936
2020-08-31,AGO,1332445,57152
2020-09-01,AGO,1430516,58509
2020-09-02,AGO,1538348,60056
2020-09-03,AGO,1656813,61851
2020-09-04,AGO,1786823,63957
2020-09-05,AGO,1929321,66447
2020-09-06,AGO,2085284,69401
2020-09-07,AGO,2255712,72908
2020-09-08,AGO,2441626,77067
2020-09-09,AGO,2644061,81985
2020-09-10,AGO,2864060,87779
2020-09-11,AGO,3102664,94573
2020-09-12,AGO,3360906,102502
2020-09-13,AGO,3639799,111710
2020-09-14,AGO,3940331,122346
2020-09-15,AGO,4263451,134569
2020-09-16,AGO,4610059,148546
2020-09-17,AGO,4980998,164447
2020-09-18,AGO,5377040,182448
2020-09-19,AGO,5798874,202730
2020-09-20,AGO,6247100,225473
2020-09-21,AGO,6722214,250860
2020-09-22,AGO,7224602,279072
2020-09-23,AGO,7754526,310285
2020-09-24,AGO,8312123,344671
2020-09-25,AGO,8897393,382392
2020-09-26,AGO,9510199,423599
2020-09-27,AGO,10150262,468430
2020-09-28,AGO,10817163,517005
2020-09-29,AGO,11510348,569425
2020-09-30,AGO,12229133,625766
2020-10-01,AGO,12972717,686079
2020-10-02,AGO,13740196,750384
2020-10-03,AGO,14530585,818667
2020-10-04,AGO,15342843,890878
2020-10-05,AGO,16175907,966929
2020-10-06,AGO,17028727,1046685
2020-10-07,AGO,17900313,1129970
2020-10-08,AGO,18789788,1216559
2020-10-09,AGO,19696445,1306175
2020-10-10,AGO,20619818,1398494
2020-10-11,AGO,21559758,1493138
2020-10-12,AGO,22516513,1589678
2020-10-13,AGO,23490830,1687634
2020-10-14,AGO,24484047,1786478
2020-10-15,AGO,25498212,1885635
2020-10-16,AGO,26536200,1984488
2020-10-17,AGO,27601836,2082385
2020-10-18,AGO,28700039,2178642
2020-10-19,AGO,29836958,2272556
2020-10-20,AGO,31020123,2363410
2020-10-21,AGO,32258602,2450490
2020-10-22,AGO,32866272,2533093
2020-10-23,AGO,32866272,2610461
2020-10-24,AGO,32866272,2677903
2020-10-25,AGO,32866272,2738693
2020-10-26,AGO,32866272,2793620
2020-10-27,AGO,32866272,2833559
2020-10-28,AGO,32866272,2857882
2020-10-29,AGO,32866272,2865891
2020-10-30,AGO,32866272,2865891
2020-10-31,AGO,32866272,2865891
2020-11-01,AGO,32866272,2865891
2020-11-02,AGO,32866272,2865891
2020-11-03,AGO,32866272,2865891
2020-11-04,AGO,32866272,2865891
2020-11-05,AGO,32866272,2865891
2020-11-06,AGO,32866272,2865891
2020-11-07,AGO,32866272,2865891
2020-11-08,AGO,32866272,2865891
2020-11-09,AGO,32866272,2865891
2020-11-10,AGO,32866272,2865891
2020-11-11,AGO,32866272,2865891
2020-11-12,AGO,32866272,2865891
2020-11-13,AGO,32866272,2865891
2020-11-14,AGO,32866272,2865891
2020-11-15,AGO,32866272,2865891
2020-11-16,AGO,32866272,2865891
2020-11-17,AGO,32866272,2865891
2020-11-18,AGO,32866272,2865891
2020-11-19,AGO,32866272,2865891
2020-11-20,AGO,32866272,2865891
2020-11-21,AGO,32866272,2865891
2020-11-22,AGO,32866272,2865891
2020-11-23,AGO,32866272,2865891
2020-11-24,AGO,32866272,2865891
2020-11-25,AGO,32866272,2865891
2020-11-26,AGO,32866272,2865891
2020-11-27,AGO,32866272,2865891
2020-11-28,AGO,32866272,2865891
2020-11-29,AGO,32866272,2865891
2020-11-30,AGO,32866272,2865891
2020-12-01,AGO,32866272,2865891
2020-12-02,AGO,32866272,2865891
2020-12-03,AGO,32866272,2865891
2020-12-04,AGO,32866272,2865891
2020-12-05,AGO,32866272,2865891
2020-12-06,AGO,32866272,2865891
2020-12-07,AGO,32866272,2865891
2020-12-08,AGO,32866272,2865891
2020-12-09,AGO,32866272,2865891
2020-12-10,AGO,32866272,2865891
2020-12-11,AGO,32866272,2865891
2020-12-12,AGO,32866272,2865891
2020-12-13,AGO,32866272,2865891
2020-12-14,AGO,32866272,2865891
2020-12-15,AGO,32866272,2865891
2020-12-16,AGO,32866272,2865891
2020-12-17,AGO,32866272,2865891
2020-12-18,AGO,32866272,2865891
2020-12-19,AGO,32866272,2865891
2020-12-20,AGO,32866272,2865891
2020-12-21,AGO,32866272,2865891
2020-12-22,AGO,32866272,2865891
2020-12-23,AGO,32866272,2865891
2020-12-24,AGO,32866272,2865891
2020-12-25,AGO,32866272,2865891
2020-12-26,AGO,32866272,2865891
2020-12-27,AGO,32866272,2865891
2020-12-28,AGO,32866272,2865891
2020-12-29,AGO,32866272,2865891
2020-12-30,AGO,32866272,2865891
2020-12-31,AGO,32866272,2865891
2020-04-19,ATG,32,3
2020-04-20,ATG,42,3
2020-04-21,ATG,50,3
2020-04-22,ATG,61,4
2020-04-23,ATG,72,5
2020-04-24,ATG,87,6
2020-04-25,ATG,98,6
2020-04-26,ATG,117,7
2020-04-27,ATG,144,8
2020-04-28,ATG,171,9
2020-04-29,ATG,198,10
2020-04-30,ATG,231,12
2020-05-01,ATG,266,14
2020-05-02,ATG,305,16
2020-05-03,ATG,349,18
2020-05-04,ATG,400,20
2020-05-05,ATG,455,23
2020-05-06,ATG,513,26
2020-05-07,ATG,577,30
2020-05-08,ATG,647,33
2020-05-09,ATG,722,38
2020-05-10,ATG,804,42
2020-05-11,ATG,893,47
2020-05-12,ATG,988,53
2020-05-13,ATG,1090,59
2020-05-14,ATG,1199,66
2020-05-15,ATG,1316,73
2020-05-16,ATG,1441,81
2020-05-17,ATG,1574,90
2020-05-18,ATG,1715,99
2020-05-19,ATG,1865,109
2020-05-20,ATG,2024,119
2020-05-21,ATG,2193,131
2020-05-22,ATG,2371,143
2020-05-23,ATG,2560,156
2020-05-24,ATG,2760,170
2020-05-25,ATG,2970,184
2020-05-26,ATG,3192,200
2020-05-27,ATG,3427,216
2020-05-28,ATG,3674,233
2020-05-29,ATG,3934,251
2020-05-30,ATG,4209,270
2020-05-31,ATG,4499,289
2020-06-01,ATG,4805,310
2020-06-02,ATG,5128,331
2020-06-03,ATG,5469,353
2020-06-04,ATG,5829,376
2020-06-05,ATG,6210,400
2020-06-06,ATG,6614,425
2020-06-07,ATG,7043,450
2020-06-08,ATG,7498,477
2020-06-09,ATG,7981,504
2020-06-10,ATG,8496,532
2020-06-11,ATG,9044,561
2020-06-12,ATG,9630,591
2020-06-13,ATG,10257,621
2020-06-14,ATG,10927,653
2020-06-15,ATG,11646,686
2020-06-16,ATG,12417,720
2020-06-17,ATG,13246,755
2020-06-18,ATG,14138,791
2020-06-19,ATG,15099,829
2020-06-20,ATG,16134,869
2020-06-21,ATG,17251,911
2020-06-22,ATG,18456,955
2020-06-23,ATG,19758,1001
2020-06-24,ATG,21164,1051
2020-06-25,ATG,22683,1104
2020-06-26,ATG,24325,1161
2020-06-27,ATG,26098,1222
2020-06-28,ATG,28014,1289
2020-06-29,ATG,30083,1361
2020-06-30,ATG,32316,1439
2020-07-01,ATG,34725,1525
2020-07-02,ATG,37323,1619
2020-07-03,ATG,40123,1722
2020-07-04,ATG,43136,1836
2020-07-05,ATG,46378,1961
2020-07-06,ATG,49861,2098
2020-07-07,ATG,53601,2250
2020-07-08,ATG,57611,2417
2020-07-09,ATG,61906,2601
2020-07-10,ATG,66502,2804
2020-07-11,ATG,71414,3026
2020-07-12,ATG,76656,3271
2020-07-13,ATG,82243,3539
2020-07-14,ATG,88192,3833
2020-07-15,ATG,94517,4154
2020-07-16,ATG,97929,4505
2020-07-17,ATG,97929,4887
2020-07-18,ATG,97929,5282
2020-07-19,ATG,97929,5708
2020-07-20,ATG,97929,6179
2020-07-21,ATG,97929,6650
2020-07-22,ATG,97929,7120
2020-07-23,ATG,97929,7589
2020-07-24,ATG,97929,8072
2020-07-25,ATG,97929,8542
2020-07-26,ATG,97929,8992
2020-07-27,ATG,97929,9449
2020-07-28,ATG,97929,9873
2020-07-29,ATG,97929,10250
2020-07-30,ATG,97929,10592
2020-07-31,ATG,97929,10892
2020-08-01,ATG,97929,11136
2020-08-02,ATG,97929,11316
2020-08-03,ATG,97929,11432
2020-08-04,ATG,97929,11475
2020-08-05,ATG,97929,11475
2020-08-06,ATG,97929,11475
2020-08-07,ATG,97929,11475
2020-08-08,ATG,97929,11475
2020-08-09,ATG,97929,11475
2020-08-10,ATG,97929,11475
2020-08-11,ATG,97929,11475
2020-08-12,ATG,97929,11475
2020-08-13,ATG,97929,11475
2020-08-14,ATG,97929,11475
2020-08-15,ATG,97929,11475
2020-08-16,ATG,97929,11475
2020-08-17,ATG,97929,11475
2020-08-18,ATG,97929,11475
2020-08-19,ATG,97929,11475
2020-08-20,ATG,97929,11475
2020-08-21,ATG,97929,11475
2020-08-22,ATG,97929,11475
2020-08-23,ATG,97929,11475
2020-08-24,ATG,97929,11475
2020-08-25,ATG,97929,11475
2020-08-26,ATG,97929,11475
2020-08-27,ATG,97929,11475
2020-08-28,ATG,97929,11475
2020-08-29,ATG,97929,11475
2020-08-30,ATG,97929,11475
2020-08-31,ATG,97929,11475
2020-09-01,ATG,97929,11475
2020-09-02,ATG,97929,11475
2020-09-03,ATG,97929,11475
2020-09-04,ATG,97929,11475
2020-09-05,ATG,97929,11475
2020-09-06,ATG,97929,11475
2020-09-07,ATG,97929,11475
2020-09-08,ATG,97929,11475
2020-09-09,ATG,97929,11475
2020-09-10,ATG,97929,11475
2020-09-11,ATG,97929,11475
2020-09-12,ATG,97929,11475
2020-09-13,ATG,97929,11475
2020-09-14,ATG,97929,11475
2020-09-15,ATG,97929,11475
2020-09-16,ATG,97929,11475
2020-09-17,ATG,97929,11475
2020-09-18,ATG,97929,11475
2020-09-19,ATG,97929,11475
2020-09-20,ATG,97929,11475
2020-09-21,ATG,97929,11475
2020-09-22,ATG,97929,11475
2020-09-23,ATG,97929,11475
2020-09-24,ATG,97929,11475
2020-09-25,ATG,97929,11475
2020-09-26,ATG,97929,11475
2020-09-27,ATG,97929,11475
2020-09-28,ATG,97929,11475
2020-09-29,ATG,97929,11475
2020-09-30,ATG,97929,11475
2020-10-01,ATG,97929,11475
2020-10-02,ATG,97929,11475
2020-10-03,ATG,97929,11475
2020-10-04,ATG,97929,11475
2020-10-05,ATG,97929,11475
2020-10-06,ATG,97929,11475
2020-10-07,ATG,97929,11475
2020-10-08,ATG,97929,11475
2020-10-09,ATG,97929,11475
2020-10-10,ATG,97929,11475
2020-10-11,ATG,97929,11475
2020-10-12,ATG,97929,11475
2020-10-13,ATG,97929,11475
2020-10-14,ATG,97929,11475
2020-10-15,ATG,97929,11475
2020-10-16,ATG,97929,11475
2020-10-17,ATG,97929,11475
2020-10-18,ATG,97929,11475
2020-10-19,ATG,97929,11475
2020-10-20,ATG,97929,11475
2020-10-21,ATG,97929,11475
2020-10-22,ATG,97929,11475
2020-10-23,ATG,97929,11475
2020-10-24,ATG,97929,11475
2020-10-25,ATG,97929,11475
2020-10-26,ATG,97929,11475
2020-10-27,ATG,97929,11475
2020-10-28,ATG,97929,11475
2020-10-29,ATG,97929,11475
2020-10-30,ATG,97929,11475
2020-10-31,ATG,97929,11475
2020-11-01,ATG,97929,11475
2020-11-02,ATG,97929,11475
2020-11-03,ATG,97929,11475
2020-11-04,ATG,97929,11475
2020-11-05,ATG,97929,11475
2020-11-06,ATG,97929,11475
2020-11-07,ATG,97929,11475
2020-11-08,ATG,97929,11475
2020-11-09,ATG,97929,11475
2020-11-10,ATG,97929,11475
2020-11-11,ATG,97929,11475
2020-11-12,ATG,97929,11475
2020-11-13,ATG,97929,11475
2020-11-14,ATG,97929,11475
2020-11-15,ATG,97929,11475
2020-11-16,ATG,97929,11475
2020-11-17,ATG,97929,11475
2020-11-18,ATG,97929,11475
2020-11-19,ATG,97929,11475
2020-11-20,ATG,97929,11475
2020-11-21,ATG,97929,11475
2020-11-22,ATG,97929,11475
2020-11-23,ATG,97929,11475
2020-11-24,ATG,97929,11475
2020-11-25,ATG,97929,11475
2020-11-26,ATG,97929,11475
2020-11-27,ATG,97929,11475
2020-11-28,ATG,97929,11475
2020-11-29,ATG,97929,11475
2020-11-30,ATG,97929,11475
2020-12-01,ATG,97929,11475
2020-12-02,ATG,97929,11475
2020-12-03,ATG,97929,11475
2020-12-04,ATG,97929,11475
2020-12-05,ATG,97929,11475
2020-12-06,ATG,97929,11475
2020-12-07,ATG,97929,11475
2020-12-08,ATG,97929,11475
2020-12-09,ATG,97929,11475
2020-12-10,ATG,97929,11475
2020-12-11,ATG,97929,11475
2020-12-12,ATG,97929,11475
2020-12-13,ATG,97929,11475
2020-12-14,ATG,97929,11475
2020-12-15,ATG,97929,11475
2020-12-16,ATG,97929,11475
2020-12-17,ATG,97929,11475
2020-12-18,ATG,97929,11475
2020-12-19,ATG,97929,11475
2020-12-20,ATG,97929,11475
2020-12-21,ATG,97929,11475
2020-12-22,ATG,97929,11475
2020-12-23,ATG,97929,11475
2020-12-24,ATG,97929,11475
2020-12-25,ATG,97929,11475
2020-12-26,ATG,97929,11475
2020-12-27,ATG,97929,11475
2020-12-28,ATG,97929,11475
2020-12-29,ATG,97929,11475
2020-12-30,ATG,97929,11475
2020-12-31,ATG,97929,11475
2020-04-19,AZE,1388,19
2020-04-20,AZE,1418,22
2020-04-21,AZE,1446,26
2020-04-22,AZE,1484,30
2020-04-23,AZE,1504,34
2020-04-24,AZE,1544,39
2020-04-25,AZE,1560,44
2020-04-26,AZE,1587,52
2020-04-27,AZE,1597,58
2020-04-28,AZE,1601,66
2020-04-29,AZE,1609,74
2020-04-30,AZE,1609,83
2020-05-01,AZE,1609,93
2020-05-02,AZE,1609,102
2020-05-03,AZE,1609,113
2020-05-04,AZE,1609,123
2020-05-05,AZE,1609,134
2020-05-06,AZE,1609,145
2020-05-07,AZE,1609,156
2020-05-08,AZE,1609,167
2020-05-09,AZE,1609,177
2020-05-10,AZE,1609,188
2020-05-11,AZE,1609,197
2020-05-12,AZE,1609,206
2020-05-13,AZE,1609,214
2020-05-14,AZE,1609,222
2020-05-15,AZE,1609,228
2020-05-16,AZE,1609,233
2020-05-17,AZE,1609,236
2020-05-18,AZE,1609,238
2020-05-19,AZE,1612,238
2020-05-20,AZE,1621,238
2020-05-21,AZE,1633,238
2020-05-22,AZE,1652,238
2020-05-23,AZE,1685,238
2020-05-24,AZE,1741,238
2020-05-25,AZE,1823,238
2020-05-26,AZE,1938,238
2020-05-27,AZE,2088,238
2020-05-28,AZE,2277,238
2020-05-29,AZE,2499,238
2020-05-30,AZE,2752,238
2020-05-31,AZE,3047,239
2020-06-01,AZE,3390,239
2020-06-02,AZE,3786,241
2020-06-03,AZE,4238,242
2020-06-04,AZE,4752,245
2020-06-05,AZE,5331,249
2020-06-06,AZE,5980,254
2020-06-07,AZE,6703,261
2020-06-08,AZE,7510,270
2020-06-09,AZE,8407,282
2020-06-10,AZE,9400,297
2020-06-11,AZE,10496,316
2020-06-12,AZE,11702,339
2020-06-13,AZE,13025,368
2020-06-14,AZE,14472,403
2020-06-15,AZE,16051,444
2020-06-16,AZE,17768,494
2020-06-17,AZE,19630,552
2020-06-18,AZE,21645,621
2020-06-19,AZE,23820,700
2020-06-20,AZE,26160,792
2020-06-21,AZE,28671,897
2020-06-22,AZE,31360,1017
2020-06-23,AZE,34230,1153
2020-06-24,AZE,37286,1305
2020-06-25,AZE,40531,1477
2020-06-26,AZE,43968,1668
2020-06-27,AZE,47599,1880
2020-06-28,AZE,51425,2115
2020-06-29,AZE,55446,2373
2020-06-30,AZE,59660,2656
2020-07-01,AZE,64065,2964
2020-07-02,AZE,68659,3299
2020-07-03,AZE,73436,3661
2020-07-04,AZE,78392,4050
2020-07-05,AZE,83521,4468
2020-07-06,AZE,88815,4915
2020-07-07,AZE,94268,5389
2020-07-08,AZE,99871,5892
2020-07-09,AZE,105616,6422
2020-07-10,AZE,111494,6978
2020-07-11,AZE,117498,7560
2020-07-12,AZE,123620,8165
2020-07-13,AZE,129853,8793
2020-07-14,AZE,136194,9439
2020-07-15,AZE,142638,10103
2020-07-16,AZE,149186,10780
